"r.Nom.complet","r.Q01_Votre.statut","r.q2_Google","r.q2_Bing","r.q2_Qwant","r.q2_DuckDuckGo","r.q2_Startpage","r.q2_Ecosia","r.q2_Searx","r.q2_Autre","r.q3_Moteur_recherche2","r.q4_fournisseur_acces_internet","r.q4_localisation_geo","r.q4_type_appareil_utilise","r.q4_reglementation_niveau_local","r.q4_historique_recherche","r.q4_ne_sais_pas","r.q5_stockage1","r.q6_stockage2","r.q7_Google_drive","r.q7_Dropbox","r.q7_One_drive","r.q7_Autre","r.q7_Nextcloud","r.q8_synchro_donnees1","r.q9_synchro_donnees2","r.q10_synchro_donnees3","r.q11_Archives","r.q12_compression_fichier","r.q13_Veille_info","r.q14_abonnement_newsletters","r.q14_Notifications","r.q14_curation_outil","r.q14_Agregateur_contenus","r.q14_reseaux_sociaux","r.q14_autre","r.q15_nom_de_domaine","r.q15_suffixe","r.q15_protocole_https","r.q15_cadenas","r.q15_ne_sais_pas","r.q16_diffusion_info","r.q17_vitesse_ordinateur","r.q17_donnees_en_entre","r.q17_duree_traitement","r.q17_ne_sais_pas","r.q18_metadonnees","r.q19_R","r.q19_Statistica","r.q19_Excel","r.q19_Calc","r.q19_aucun","r.q20_Le_tri","r.q20_Pilote_de_donnes","r.q20_combinaison_de_touche","r.q20_filtres","r.q21_base_donnees","r.q22_Courrier_electronique1","r.q23_Courrier_electronique2","r.q24_Courrier_electronique3","r.q25_facebook","r.q25_blog","r.q25_site_institutionnel","r.q25_moodle","r.q25_autre","r.q25_pas_de_diffusion_internet","r.q26_Travail_collabo1","r.q27_Travail_collabo2","r.q28_etiquette","r.q29_signaler_CNIL","r.q29_contacter_auteur","r.q29_commenter_article","r.q29_signalement","r.q29_ne_sais_pas","r.q30_dereferencement","r.q30_depublication","r.q30_effacement","r.q30_signalement","r.q30_depot_plainte","r.q30_ne_sais_pas","r.q31_Identite_numerique","r.q32_Lecture_seule","r.q32_Lecture_ecriture","r.q32_Repartage","r.q32_Deplacement","r.q32_Autre","r.q33_Instagram","r.q33_Twitter","r.q33_TikTok","r.q33_Facebook","r.q33_WhatsApp","r.q33_Messenger","r.q33_Slack","r.q33_Mahara","r.q33_Mastodon","r.q33_Diaspora","r.q33_autre","r.q34_Publicite_cible","r.q34_Manipulation_psychologique","r.q34_Piratage_comptes","r.q34_Cambriolage","r.q34_Usurpation_identite","r.q34_Recommandations_lecture","r.q34_aucune_des_propositions","r.q35_Droits_auteur","r.q35_Licence_de_diffusion","r.q36_Licences","r.q37_Mozilla_FireFox","r.q37_Opera","r.q37_DuckDuckGo","r.q37_Libre_Office_Calc","r.q37_Microsoft_Excel","r.q37_Google_Sheet","r.q37_ne_sais_pas","r.q38_Mise_forme_cellules","r.q38_Copie_incrementale","r.q38_Formules.simples","r.q38_Tri","r.q38_Filtres","r.q38_tableau_croise_dynamique","r.q39_diaporama","r.q40_Ecrire_cours","r.q40_Projeter_commenter_idees","r.q40_prise_note_auditeurs","r.q40_portabilite","r.q41_Powerpoint","r.q41_Keynote","r.q41_LibreOffice_Impress","r.q41_Google_slides","r.q41_Edge","r.q41_Zoom","r.q41_ne_sais_pas","r.q42_animations","r.q42_masque","r.q42_enregistre_video","r.q42_insertation_media","r.q42_transitions","r.q43_LibreOffice","r.q43_GGdoc","r.q43_MSword","r.q43_Filezella","r.q43_OpenOffice","r.q43_ne_sais_pas","r.q44_Table_matiere","r.q44_Champs","r.q44_Titres","r.q45_Editer_du_code","r.q45_Remplacer_mot","r.q45_Creer_table_matiere","r.q45_Numerote","r.q45_ne_sais_pas","r.q46_Editer_du_code","r.q46_Remplacer_mot","r.q46_Creer_table_matiere","r.q46_Numerote","r.q46_ne_sais_pas","r.q47_savez_wiki","r.q48_contribue_wiki","r.q49_algorithmique","r.q50_image","r.q50_son","r.q50_video","r.q50_capture","r.q51_Les.Traces.1","r.q52_Les.Traces.2","r.q53_RGPD.1","r.q54_RGPD.2","r.q55_RGPD.3","r.q56_Environnement.1","r.q57_Environnement.2","r.Q58_Environnement.3","r.q59_reseau","r.q60_Sauvegarde.de.donnees.1","r.q61_Un.support.externe.","r.q61_Le.cloud","r.q62_Donnees.a.caractere.sensible.1","r.q63_Donnees.a.caractere.sensible.2","r.q64_Gestion.des.mots.de.passe","r.q65_Menaces.sur.le.Web.1..Face.aux.risques.de.cyber.attaque","r.q65_Menaces.sur.le.Web.1..Face.au.risque.d.usurpation.d.identite","r.q66_menaces_sur_le_web_2","r.q67_Resolution_capture_ecran","r.q68_Webmail","r.q68_Nextcloud","r.q68_Evento","r.q68_Renavisio","r.q69_Formation","r.q70_Serveur","r.q71_Mis_a_jour","r.q72_Avis_modes_connexion","r.q73_installer_logiciel","r.q74_desintaller_logiciel","r.q75_fournisseur_accces","r.q75_loc_geo","r.q75_identification_unique","r.q75_historique_navigation","r.q75_aucune_des_propositions","r.q76_Deplacer_dossiers","r.q77_Extension_fichier","r.q78_Payant","r.q78_Perennite_Assuree","r.q78_Structure_Publique","r.q78_Intero","r.q78_Totalite_Contenu","r.q78_ne_sais_pas","r.q79_Payant","r.q79_Perennite_Assuree","r.q79_Structure_Publique","r.q79_Intero","r.q79_Totalite_Contenu","r.q79_ne_sais_pas","r.q80_CV","r.q81_Photo","r.q82_Fichier"
"anonfirstname61 anonlastname61","1","-0.5","0","0","0","0","0","0","0","0","0","0.50","-0.5","0","0.50","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","-0.25","-0.25","-0.25","0","1","0","0.75","0","0","1","0","0","0","0.50","0","0","0","0","1.5","0","-1","-1","1","0","0","0","0.50","0","0","1","-1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0.50","0","0","0","0","0.50","0","0.25","0.25","0","0","0","0","1","1","1","0","0.5","0.5","1","0.5","0.5","0.25","1","-0.5","0","0","0","0.50","0","0.50","0.50","0","0","0","0.5","0.25","0.25","0.25","0.5","0.50","0.50","0.50","0","0.50","0","0.5","0.5","0.5","0.25","0.25","0.25","0.25","0","1","-0.33","0","0","0","1","1","1","0.5","0.25","0.25","0.25","1","1","1","0","-0.5","-0.25","1","-0.25","0","1","0.50","0","0","3","-0.5","0.25","0.25","1","1","0.5","0.5","0.5","-0.5","1","1","1","1","1","1","0.25","0.50","0","0","0","1","1","0","0.50","0.50","0.50","0","0","1","0","0","0","0.50","0","1","0.5","1"
"anonfirstname63 anonlastname63","1","-0.5","0","0","0","0","0.40","0","0","0","0","0.50","0","0","0.50","0","1","0","0","0","0","0","0","0","0","0","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0.75","0","0.75","0","0","-0.5","0.50","0","0.50","0.50","0","-0.5","0","0","1.5","1","1","1","1","0","0","1","0.50","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0.50","0.50","0.50","0.50","0.50","0.50","0","0","0","0","0","0.50","0","0","0","-1","0.50","0","0.25","-0.5","0","0","0","0","1","1","1","0","1","-0.5","1","1","1","1","1","-0.5","1","1","-1","0.50","0","0","0.50","0","0","0","1","0.25","1","0.5","1","0.50","0.50","0.50","0","0.50","0","1","1","1","0","0.25","0.25","0.25","0","0","0","0","0","0","1","0","0","0.5","0.5","0.5","1","1","1","1","1","1","1","0","-0.25","1","0","0.50","0","0","-0.5","-0.5","0.5","0.5","1","1","1","1","1","-0.5","0","1","1","1","1","1","0.25","0.50","0.50","-0.5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0.5","1"
"anonfirstname65 anonlastname65","3","-0.5","0","0.40","0","0","0","0","0","1","0","0.50","-0.5","0","0.50","0","1","0","0","0","0","0","0","0","0","0","-1","1","1","0.20","0","0","0","0.20","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0.50","0.50","0","0","0","0","1.5","0","-0.5","-1","1","-1","0","1","0.50","0","0","1","1","1","0","0","0","1","0","1","-0.5","0","0","0","0","0","1","1","0","0","0","0.50","0.50","0.50","0.50","0.50","0.50","0","-1","-1","-1","0","0.50","0","0","0","0","0.50","0","-0.5","-0.5","-1","0","0","0","1","1","0","0","1","-0.5","-0.5","-0.5","-0.5","-0.5","1","-0.5","1","1","0","0.50","0","0.50","0","0","0","0","0.25","0.25","0.25","0.25","0.25","0.50","0","0.50","0","0","0","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"anonfirstname5 anonlastname5","7","-0.5","0","0","0","0","0","0","0","1","0","0.50","0","0","0.50","0","1","1","-0.25","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","-0.25","-0.25","-0.25","0","0.75","0","0.75","0","0","-0.5","0","0","0.50","0","0","0","0","0","1.5","0","-0.5","-1","1","0","0","1","0","0","0","1","-1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0.50","0","0.50","0.50","0.50","0.50","0","0","0","0","0","0.50","0","0","0.50","-1","0.50","0","0.25","-0.5","0","0","0","0","1","1","1","0","1","1","1","1","0.5","0.5","1","-0.5","1","0","0","0.50","0","0.50","0.50","0","0","0","0.5","0.25","-0.5","-0.5","0.5","0.50","0.50","0.50","0","0.50","0","0.5","-0.5","0.25","0","0.25","0.25","0.25","0","1","0","0","0","0","1","0","1","0.5","0.25","0.25","0.25","1","1","1","1","1","-0.25","1","0","1","-1","0.50","0.50","1","1","-0.5","0.25","0.25","1","1","1","-0.5","-0.5","-0.5","1","1","1","1","1","1","0.25","0.50","0.50","-0.5","0","1","1","0","0","0.50","0","0","0","1","0","0","0","0.50","0","1","1","1"
"anonfirstname47 anonlastname47","1","-0.5","0","0","0","0","0","0","0","0","0","0.50","-0.5","0","0.50","0","0","1","-0.25","0","0","0","1","1","0","0","-1","1","0","0","0","0","0","0","0","0","0","-0.25","-0.25","0","0.75","0","0.75","0","0","0","0","0","0.50","0","0","-0.5","0","0","1.5","0","-0.5","-1","1","0","0","0","0.50","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0.50","0.50","0.50","0.50","0","0","0","0","0","0","0","0.50","0","0","0","0","0","0","-0.5","-0.5","0","0","0","0","1","1","1","0","0.5","-0.5","0.5","0.5","0.5","-0.5","1","-0.5","1","0","0","0.50","0","0","0.50","0","0","0","0.5","0.25","0.25","0.25","0.25","0.50","0.50","0.50","0","0.50","0","0.5","0.5","0.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"anonfirstname72 anonlastname72","1","-0.5","0","0","0","0","0","0","0","0","0","0.50","0","0","0.50","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","-0.25","-0.25","0","0","0","0","0","0","0","0","0","0.50","0","0","-0.5","0","0","1.5","0","-0.5","-1","-1","0","0","0","0.50","0","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0.50","0.50","0","0.50","0","0","0","0","0","0","0","0.50","0","0","0","0","0","0","-0.5","-0.5","0","0","0","0","0","1","1","0","0.5","0.25","0.5","0.5","0.25","0.25","1","-0.5","0","1","0","0.50","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"anonfirstname6 anonlastname6","0","-0.5","0","0.40","0.40","0","0","0","0","1","0","0.50","0","0.25","0","0","1","0","0","0","0","0","0","1","1","1","0","1","1","0","0.20","0","0","0.20","0","1","0","-0.25","0","0","0","0","0.75","0","0","1","0","0","0","0.50","0","0","0","0","1.5","1","1","1","1","0","0","1","0.50","0","0","1","1","1","0","0","0","0","0","1","0","0","0","-0.5","0","-0.5","1","1","1","0","0","0","0","0","0","0","0","0.50","-1","-1","-1","0","0.50","0.50","0","0","-1","0.50","0","0.5","0","1","0","0","0","1","1","1","0","1","0.5","1","1","1","0.5","0","0","0","0","0","0.50","0.50","0.50","0.50","0","0","0","0.5","0.5","0.5","0.5","0.5","0.50","0.50","0.50","0","0.50","0","1","1","1","0","0.25","0.25","0.25","0","1","0","0","0","0","1","1","1","0.5","0.5","0.5","0.5","1","1","1","1","1","1","1","1","1","1","0.50","0","1","1","-0.5","0.5","0.5","-0.5","1","1","1","0.5","-0.5","1","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0.50","0.50","-0.5","0","1","0","0","0","0","0","1","0","-0.25"
"anonfirstname91 anonlastname91","2","-0.5","0","0","0","0","0","0","0","0","-0.5","0.50","-0.5","0.25","0.50","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-0.25","0","0","1","0","0.75","0","0","0","0","0","0.50","0","0","-0.5","0","0","1.5","0","-0.5","1","1","0","0","0","0","0","-0.5","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0.50","0.50","0.50","0.50","0.50","0.50","0","0","0","0","0","0.50","0","-1","0","-1","0.50","0","0.25","0.25","0","0","0","0","0","1","0","0","1","1","1","1","1","-0.5","1","-0.5","1","0","0","0.50","0.50","0","0","0","0","0","0.25","0.25","0.25","0.5","0.5","0","0","0.50","0","0","0","-0.5","0.25","0.25","0","0","0.25","0.25","0","0","0","0","0","0","0","0","0","0.25","0.25","0.25","0.25","0","0","0","0","0","1","1","-0.25","0","0","0.50","0.50","0","3","-1","-0.5","-0.5","0","1","1","1","1","-0.5","1","1","-1","1","1","1","0.25","0.50","0.50","0","0","1","0","0","0","0.50","0","0","0","0","0","0","0","0","0","1","1","1"
"anonfirstname90 anonlastname90","2","-0.5","0","0","0","0","0","0","0","0","-0.5","0.50","-0.5","0.25","0.50","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0.50","0","0","-0.5","0","0","0","0","-0.5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","-0.5","0","0","1","-1","0","0.50","0.50","0","0.50","0","0","0","0","0","0","0","0.50","0","0","0","0","0.50","0","0.5","0.25","0","0","0","0","0","0","0","0","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","0","0","0","0","0","0","0","0","0","0","0","0","-0.5","-0.5","0.25","0.25","-0.5","0.50","0","0.50","0","0.50","0","-0.5","-0.5","-0.5","0","0.25","0.25","0.25","0","0","0","0","0","0","0","0","0","0.5","0.5","0.25","0.25","0","0","0","1","0","1","1","1","0","-1","0.50","0","0","3","-1","-0.5","-0.5","-0.5","1","1","-0.5","-0.5","-0.5","0","1","0","-0.5","-0.25","-0.25","0.25","0.50","0.50","-0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"anonfirstname48 anonlastname48","2","-0.5","0","0","0","0","0","0","0","1","-0.5","0.50","-0.5","0","0.50","0","0","1","-0.25","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.25","0","0","0.75","0","0.75","0","0","1","0","0","0","0.50","0","-0.5","0","0","1.5","0","-1","1","1","0","0","0","0.50","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","-1","0","0.50","0.50","0.50","0.50","0.50","0.50","0","0","0","0","0","0.50","0.50","-1","0.50","-1","0.50","0","0.25","-0.5","0","0","0","0","1","1","1","0","0.5","0.5","0.5","0.5","0.25","-0.5","1","-0.5","1","0","0","0.50","0.50","0.50","0.50","0","0","0","0.5","0.5","0.25","0.5","0.5","0.50","0.50","0.50","0","0.50","0","0.5","0.25","0.5","0.25","0.25","0.25","0.25","0","1","-0.33","0","0","0","1","1","0","0.5","0.25","0.25","0.25","1","1","1","0","0","1","1","1","1","-1","0","0.50","0","3","-0.5","-0.5","-0.5","-0.5","1","0.5","0.5","0.5","0.5","0","1","1","1","1","1","0.25","0.50","0.50","-0.5","0","1","1","0","0","0.50","0","0","0","1","0","0","0","0","0","1","0.5","1"
"anonfirstname60 anonlastname60","3","-0.5","0","0","0","0","0","0","0","0","0","0","0","0","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0.75","0","0","0","0","0","0.50","0","0","0","0","0","0","0","1","1","0","0","0","0","0.50","0","0","-1","-1","1","0","0","0","0","0","0","0","0","1","-0.5","0","0","0","0","0","0","-1","0.50","0.50","0.50","0.50","0.50","0.50","0","0","0","0","0","0.50","0","-1","0","-1","0.50","0","1","0.5","0","0","0","0","1","1","0","0","-0.5","-0.5","-0.5","-0.5","-0.5","-0.5","1","-0.5","0","0","0","0.50","0","0","0.50","0","-1","0","0.25","-0.5","-0.5","0.25","0.25","0.50","0.50","0.50","0","0.50","0","0.5","-0.5","-0.5","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0.25","0.25","0.25","0","1","0","1","1","-0.25","1","1","1","1","0.50","0","1","-0.5","-1","-0.5","-0.5","1","-0.5","1","-0.5","0.5","-0.5","0","1","0","1","1","1","0","0","0.50","-0.5","0","1","-0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"anonfirstname106 anonlastname106","1","-0.5","0","0","0","0","0","0","0","1","-0.5","0.50","-0.5","0.25","0.50","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","-0.25","0","0","0","0.75","0","0","0","0","1","0","0","0.50","0","0","-0.5","0","0","1.5","0","1","1","-1","0","0","0","0.50","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0.50","0.50","0.50","0.50","0","0.50","0","0","0","0","0","0.50","0.50","-1","0.50","-1","0.50","0","0.25","-0.5","0","0","0","0","1","1","1","0","0.25","0.25","0.25","0.25","0.25","-0.5","1","-0.5","1","1","0","0.50","0.50","0.50","0.50","0","0","0","-0.5","-0.5","-0.5","-0.5","-0.5","0.50","0.50","0.50","0","0.50","0","0.25","-0.5","0.5","0","0.25","0.25","0.25","0","0","0","0","0","0","1","0","0","0.25","0.25","0.5","0.5","0","-0.5","1","1","1","0","1","1","1","-1","0.50","0","1","1","-0.5","-0.5","-0.5","0","1","0.5","0.5","0.5","-0.5","0","1","1","1","1","1","0.25","0.50","0.50","-0.5","0","1","1","0","0","0.50","0.50","0","0","1","0","0","0","0","0","1","1","1"
"anonfirstname103 anonlastname103","1","-0.5","0","0","0","0","0","0","0","1","0","0.50","-0.5","0","0.50","0","1","1","-0.25","-0.25","0","0","1","0","0","0","0","1","1","0.20","0","0","0","0.20","0","0","0","-0.25","0","0","0.75","0","0.75","0","0","0","0","0","0.50","0","0","0","0","0","1.5","0","-0.5","-1","1","0","0","1","0.50","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0.50","0.50","0.50","0.50","0.50","0.50","0","0","0","0","0","0.50","0","-1","0","-1","0","0","0.25","0.25","0","0","0","0","1","1","1","0","0.5","0.25","0.25","0.25","0.25","0.25","1","0","1","1","0","0.50","0.50","0.50","0.50","0","0","0","0.5","0.25","0.5","0.5","0.5","0.50","0.50","0.50","0","0.50","0","0.25","0.5","0.5","0","0.25","0.25","0.25","0","0","0","0","0","0","1","0","0","0.25","0.5","0.25","0.5","1","0","1","0","1","-0.25","1","0","1","0","0.50","0","1","3","-0.5","-0.5","-0.5","0","1","1","1","1","0.5","0","1","1","1","1","1","0","0.50","0.50","0","0","0","1","0","0","0.50","0","0","0","1","0","0","0","0.50","0","1","1","1"
"anonfirstname64 anonlastname64","1","-0.5","0","0","0","0","0.40","0","0","1","0","0.50","0","0","0.50","0","1","1","0","0","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","-0.25","0","0","0.75","0","0.75","0","0","1","0","0","0.50","0","0","-0.5","0","0","0","0","-0.5","-1","1","0","0","0","0.50","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0.50","0.50","0.50","0.50","0","0","0","0","0","0","0","0.50","0","0","0","0","0.50","0","0.25","-0.5","0","0","0","0","1","1","1","0","1","0.5","1","1","0.5","-0.5","1","-0.5","1","0","0","0.50","0","0.50","0","-1","0","0","0.5","-0.5","-0.5","1","1","0.50","0.50","0.50","0","0.50","0","0.5","0.5","0.5","0","0.25","0.25","0.25","0","0","-0.33","0","0","0","1","0","1","0.5","0.5","0.5","0.5","1","-0.5","1","1","1","1","1","-0.25","1","1","0","0.50","0","1","-0.5","-0.5","-0.5","0","1","0.5","0.5","1","-0.5","0","1","1","1","1","1","0.25","0","0","0","0","1","1","0","0","0.50","0","0","0","1","0","0","0","0","0","1","0.5","1"
"anonfirstname9 anonlastname9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0.50","0","1","1","0","0","0","0","1","1","0","1","0","1","1","0.20","0","0.20","0.20","0.20","0","0","0","-0.25","0","0","0","0","0.75","0","0","1","0","0","0","0.50","0","-0.5","0","0","0","0","-0.5","1","1","-1","0","1","0.50","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0.50","-1","-1","0","0","0.50","0","0","0","0","0","0","0.25","0","1","0","0","0","1","1","1","0","0.5","-0.5","0.5","0.25","0.25","-0.5","1","-0.5","1","1","0","0.50","0","0.50","0.50","0","0","0","1","0.5","1","1","1","0.50","0.50","0.50","0","0.50","0","1","0.5","1","0","0.25","0.25","0.25","0","1","0","0","0","0","1","1","0","0.5","0.5","0.5","0.5","1","0","1","0","1","1","1","1","1","0","0.50","0.50","1","1","-0.5","0.25","0.25","1","1","0.5","1","1","1","1","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0.50","0.50","-0.5","0","0","0","0","0","0","0","1","0","-0.25"
"anonfirstname107 anonlastname107","1","-0.5","0","0","0","0","0","0","0","0","0","0.50","0","0","0.50","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0.20","0","0","0","0.20","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0.50","0","0","-0.5","0","0","0","1","-0.5","1","1","-1","0","1","0.50","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0.50","0","0","0","0","0","0","0","0.50","0","0","0","0","0","0","0.25","0.25","1","0","0","0","1","1","1","0","0.25","-0.5","0.25","0.25","0.25","-0.5","1","-0.5","1","0","0","0.50","0","0","0.50","0","0","0","0.25","0.25","0.25","0.25","0.25","0.50","0.50","0.50","0","0.50","0","0.25","0.5","0.5","0","0.25","0.25","0.25","0","0","0","0","0","0","1","0","0","0.5","0.5","0.5","0.5","1","1","1","1","0","1","1","0","1","1","0.50","0","1","3","-0.5","0.25","0.25","-0.5","1","1","1","1","1","0","1","1","1","1","1","0","0.50","0.50","0","0","0","1","0","0","0.50","0","0","0","0","0","0","0","0.50","0","1","0.5","1"
"anonfirstname77 anonlastname77","1","-0.5","0","0","0","0","0","0","0","1","0","0","0","0","0.50","0","0","1","-0.25","-0.25","0","0","1","0","0","0","0","1","1","0.20","0.20","0","0","0.20","0","1","0","-0.25","0","0","0.75","0","0.75","0","0","-0.5","0","0","0.50","0","0","0","0","0","1.5","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.50","0","-1","0","0","0.50","0","0.25","0.25","1","0","0","0","1","1","0","0","0.25","-0.5","0.25","0.25","0.25","-0.5","1","-0.5","1","1","-1","0","0","0","0","0","0","0","0.25","0.25","0.5","0.5","0.25","0.50","0.50","0.50","0","0.50","0","-0.5","-0.5","-0.5","0","0","0.25","0.25","0","1","0","0","0","0","1","0","0","0.25","0.25","0.25","0.5","0","0","1","1","0","-0.25","0","-0.25","0","1","0.50","0.50","1","3","-1","-0.5","-0.5","1","1","0.5","0.5","0.5","-0.5","1","1","1","1","1","1","0.25","0.50","0.50","-0.5","0","1","-0.5","0","0","0","0","0","0","1","-0.5","0","0","0.50","0","1","0.5","1"
"anonfirstname75 anonlastname75","1","-0.5","0","0","0","0","0","0","0","0","0","0.50","-0.5","0","0.50","0","1","1","0","-0.25","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0.75","0","0","0","0","1","0","0","0.50","0","0","-0.5","0","0","1.5","0","-1","-1","1","0","0","0","0.50","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.50","0","-1","0","-1","0.50","0","0.25","-0.5","0","0","0","0","1","1","1","0","0.5","-0.5","0.5","0.5","0.5","-0.5","1","-0.5","1","1","-1","0.50","0","0","0.50","0","0","0","1","0.25","-0.5","-0.5","0.25","0.50","0.50","0.50","0","0","0","0.25","-0.5","0.25","0","0","0.25","0.25","0","0","0","0","0","0","0","0","0","0.5","0.25","0.25","0.5","0","0","0","-0.5","-0.5","-0.25","1","-0.25","1","0","0.50","0.50","1","3","1","-0.5","-0.5","0","1","0.5","0.5","-0.5","-0.5","0","-0.25","1","1","1","1","0","0.50","0.50","-0.5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"anonfirstname100 anonlastname100","1","-0.5","0","0","0","0","0","0","0","1","-0.5","0.50","-0.5","0.25","0.50","0","1","1","0","-0.25","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","-0.25","-0.25","-0.25","0","1","0.75","0.75","0","0","1","0","0","0.50","0.50","0","-0.5","-0.5","0","1.5","1","-0.5","1","1","-1","0","1","0.50","0","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","-0.5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.50","0.50","-1","0.50","-1","0.50","0","0.5","0.25","1","0","0","0","1","1","1","0","0.5","0.5","1","0.5","0.5","0.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
